X,Player,avg,gp.gs,ab,r,h,X2b,X3b,hr,rbi,tb,slg.,bb,hbp,so,gdp,ob.,sf,sh,sb.att,era,w.l,app.gs,cg,sho,sv,ip,er,b.avg,wp,bk,Year,Gametype
2582,"CHAVEZ Dirimo, HCA",0.252,33-32,119,16,30,5,1,0,7,37,0.311,13,0,9,4,0.323,1,3,4-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2583,"ELSWIJK v Boudewijn, ADO",0.252,35-33,119,9,30,9,0,1,12,42,0.353,13,0,28,3,0.323,1,1,0-1,8.74,0-1,6-1,0,0/0,0,11.1,11,0.392,0,0,"Seizoen 2010",Hoofdklasse
2584,"SABEL Bart, HCA",0.248,41-41,145,14,36,7,1,0,14,45,0.31,17,1,42,2,0.331,0,5,2-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2585,"MALIK Jakub, PIO",0.248,36-36,137,17,34,6,2,1,16,47,0.343,8,4,17,4,0.305,2,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2586,"DAAL Randy, HCA",0.243,40-39,152,17,37,8,0,1,23,48,0.316,5,5,28,4,0.288,1,2,2-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2587,"BERNARDUS Wesley, ALM",0.243,42-41,140,17,34,3,0,0,7,37,0.264,26,1,27,1,0.363,1,4,2-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2588,"DUURSMA Mark, PIO",0.242,38-38,124,15,30,5,1,0,15,37,0.298,27,2,13,2,0.383,1,2,6-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2589,"SAMBOE Giovanni, ALM",0.241,40-38,133,11,32,1,0,1,14,36,0.271,13,3,24,5,0.322,0,3,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2590,"CREMER Rene, KIN",0.238,39-38,151,28,36,5,1,0,19,43,0.285,18,2,29,1,0.324,2,11,5-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2591,"SMEETS Tjerk, KIN",0.236,41-40,144,14,34,5,0,0,20,39,0.271,14,2,29,6,0.305,4,1,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2592,"URBANUS Nick, AMS",0.236,42-42,157,17,37,6,1,0,19,45,0.287,8,2,16,1,0.278,2,6,6-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2593,"MEERSHOEK Koen, ADO",0.235,38-36,132,10,31,6,0,0,8,37,0.28,10,1,36,1,0.294,0,0,3-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2594,"HENRICHS Bjorn, KIN",0.234,32-31,107,13,25,4,0,0,9,29,0.271,15,0,10,3,0.328,0,5,3-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2595,"LOKHORST Norbert, PIO",0.23,40-40,135,21,31,5,0,0,17,36,0.267,24,4,18,4,0.36,1,2,13-14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2596,"WAGENAAR Sape, SPA",0.222,41-41,135,16,30,5,5,0,15,45,0.333,15,3,18,0,0.312,1,5,6-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2597,"VISBEEN Sytse, ALM",0.218,39-36,119,11,26,2,0,0,10,28,0.235,5,1,30,7,0.254,1,4,0-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2598,"EPPINGA Nick, SPA",0.211,42-41,133,8,28,2,0,0,11,30,0.226,16,0,22,4,0.295,0,5,4-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2599,"VROLIJK Anthony, ADO",0.208,32-29,106,7,22,1,2,0,4,27,0.255,4,2,24,0,0.25,0,2,5-8,0,0-0,1-0,0,0/0,0,1,0,0,0,0,"Seizoen 2010",Hoofdklasse
2600,"KRAMER Michael, AMS",0.206,36-28,102,11,21,3,1,0,10,26,0.255,17,3,24,3,0.336,0,5,2-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2601,"MUZO Jefferson, PIO",0.204,35-29,103,15,21,2,2,0,7,27,0.262,5,2,34,1,0.255,0,6,8-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2602,"DUURSMA Michael, PIO",0.203,36-36,128,20,26,3,2,0,12,33,0.258,17,3,14,3,0.309,1,6,4-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2603,"TREMUS Shurty, PIO",0.202,40-38,129,16,26,7,0,0,10,33,0.256,10,1,31,2,0.264,0,3,0-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2604,"KOOT Mitchel, HCA",0.189,34-32,111,12,21,2,0,0,9,23,0.207,10,3,18,3,0.274,0,2,3-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2605,"KOKO Rubinet, SPA",0.189,30-27,106,15,20,4,1,1,5,29,0.274,6,0,38,1,0.232,0,4,4-5,9,0-0,1-0,0,0/0,0,3,3,0.385,2,0,"Seizoen 2010",Hoofdklasse
2606,"ZIJDERVELD Daniel, ALM",0.123,39-37,114,8,14,0,1,0,5,16,0.14,5,1,25,4,0.165,1,6,3-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2608,"MARTINA Jarreau, SPA",0.667,2-1,3,1,2,0,0,0,0,2,0.667,1,0,0,0,0.75,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2609,"CROES Zerzinho, PIO",0.6,2-1,5,0,3,0,0,0,1,3,0.6,0,0,0,0,0.6,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2610,"GUSTINA Gregory, SPA",0.5,1-1,4,1,2,0,0,0,1,2,0.5,0,0,1,0,0.5,0,0,0-0,3.25,4-7,14-14,7,0/0,0,105.1,38,0.296,5,1,"Seizoen 2010",Hoofdklasse
2611,"BLANCO Jourick, PIO",0.5,1-0,2,0,1,0,0,0,2,1,0.5,0,0,0,0,0.5,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2613,"KINGSALE Eugene, NEP",0.405,24-23,84,30,34,3,2,1,19,44,0.524,24,3,8,0,0.55,0,1,9-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2614,"NIEVELD Kevin, ADO",0.4,5-2,10,2,4,3,0,0,0,7,0.7,2,0,4,0,0.5,0,0,0-0,11.37,0-2,3-0,0,0/0,0,6.1,8,0.333,0,0,"Seizoen 2010",Hoofdklasse
2615,"JAARSMA Ronald, HCA",0.4,3-2,10,2,4,0,0,0,2,4,0.4,2,0,1,0,0.5,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2616,"DAAL Rodney, HCA",0.4,4-1,5,1,2,2,0,0,1,4,0.8,0,0,1,0,0.333,1,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2617,"VISSER Skip, PIO",0.4,2-2,5,2,2,0,1,0,2,4,0.8,2,0,2,0,0.571,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2618,"NIJHOF Brennan, ALM",0.364,6-2,11,0,4,0,0,0,2,4,0.364,1,0,1,0,0.417,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2619,"SELTENRIJCH Roy, NEP",0.346,12-6,26,2,9,1,0,0,6,10,0.385,2,1,4,1,0.414,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2620,"SIMON Roderick, SPA",0.33,27-25,97,16,32,4,0,0,8,36,0.371,11,1,12,3,0.404,0,1,2-3,0,0-0,1-0,0,0/0,0,0.2,0,0,1,0,"Seizoen 2010",Hoofdklasse
2621,"VEUGELERS Rutger, SPA",0.327,15-15,55,5,18,3,1,0,4,23,0.418,2,0,8,0,0.351,0,1,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2622,"FLANEGIN De, PIO",0.317,16-10,41,3,13,1,0,2,11,20,0.488,5,0,5,1,0.391,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2623,"ORMAN Jason, ALM",0.311,23-23,74,7,23,5,0,0,6,28,0.378,12,3,9,4,0.427,0,6,2-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2624,"JANSEN Onno, KIN",0.308,19-11,39,6,12,1,0,0,6,13,0.333,6,0,5,1,0.391,1,2,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2625,"RIPHAGEN Martijn, ADO",0.3,12-6,20,0,6,0,0,0,0,6,0.3,1,0,5,0,0.333,0,0,0-0,4.98,0-5,18-7,0,0/1,0,47,26,0.256,5,3,"Seizoen 2010",Hoofdklasse
2626,"JANSEN Rensver, SPA",0.29,8-8,31,2,9,1,1,1,5,15,0.484,2,1,7,1,0.353,0,0,2-3,6.75,0-1,1-0,0,0/0,0,1.1,1,0,0,0,"Seizoen 2010",Hoofdklasse
2627,"VISSER Seb, AMS",0.283,22-9,46,6,13,0,0,0,5,13,0.283,3,0,16,0,0.327,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2628,"MILLIARD Allan, ADO",0.271,22-18,48,10,13,0,1,0,1,15,0.313,12,1,15,1,0.426,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2629,"VENTURA Jose, SPA",0.27,24-22,74,8,20,5,0,0,5,25,0.338,3,0,8,1,0.299,0,0,0-0,3.28,4-8,14-10,5,0/0,1,85,31,0.242,7,0,"Seizoen 2010",Hoofdklasse
2630,"BLEIJ Marvin, NEP",0.261,21-18,69,7,18,5,0,0,21,23,0.333,11,0,5,2,0.363,0,2,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2631,"CROES Linoy, PIO",0.258,30-25,89,16,23,5,1,3,14,39,0.438,13,1,29,0,0.359,0,0,6-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2632,"RYAN Matt, ADO",0.244,27-25,90,14,22,3,0,3,12,34,0.378,13,0,21,3,0.34,0,1,2-2,18,0-1,4-0,0,0/1,0,2,4,0.333,1,0,"Seizoen 2010",Hoofdklasse
2633,"SEITZINGER Remco, ADO",0.243,29-25,74,2,18,1,0,0,9,19,0.257,11,1,25,3,0.349,0,1,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2634,"STEKELENBURG v Ferd, ALM",0.241,32-30,87,7,21,2,0,2,11,29,0.333,18,1,25,4,0.374,1,1,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2635,"NOOIJ Bas, AMS",0.237,18-16,59,10,14,6,2,1,4,27,0.458,6,1,10,1,0.313,1,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2636,"GRAHAM Mitchell, ALM",0.235,9-9,34,3,8,2,1,0,4,12,0.353,3,0,10,1,0.297,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2637,"GERARD Rashid, AMS",0.234,28-25,94,13,22,5,0,0,12,27,0.287,7,1,18,0,0.286,3,2,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2638,"RICHARDSON Frans, ADO",0.234,27-23,94,6,22,1,0,0,8,23,0.245,9,0,20,1,0.301,0,2,5-7,5.75,1-3,10-1,0,0/0,1,20.1,13,0.262,3,0,"Seizoen 2010",Hoofdklasse
2639,"DAMMERS Laurens, HCA",0.228,26-18,57,10,13,0,0,0,4,13,0.228,14,1,11,2,0.384,1,1,2-2,3,0-0,2-0,0,0/0,0,3,1,0.25,0,0,"Seizoen 2010",Hoofdklasse
2640,"BERKENBOSCH Joey, ALM",0.222,27-27,90,10,20,1,0,0,3,21,0.233,7,8,17,0,0.33,1,1,8-8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2641,"DIRKSEN Kevin, PIO",0.222,30-11,54,7,12,2,0,0,2,14,0.259,5,1,11,1,0.3,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2642,"REDAN Irvin, ADO",0.22,18-11,41,0,9,1,0,0,4,10,0.244,5,0,11,0,0.292,2,3,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2643,"WEERT v Niels, KIN",0.218,22-16,55,12,12,1,2,0,10,17,0.309,13,1,10,1,0.377,0,1,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2644,"WABBIJN Patrick, ADO",0.216,28-23,74,6,16,2,0,0,5,18,0.243,4,1,11,1,0.263,1,2,0-2,3,0-0,4-0,0,0/0,0,3,1,0.4,0,0,"Seizoen 2010",Hoofdklasse
2645,"GRAAF de Edwin, PIO",0.214,4-4,14,4,3,1,0,0,0,4,0.286,1,0,1,0,0.267,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2646,"VENEMA Stefan, ADO",0.21,22-21,81,10,17,3,0,0,1,20,0.247,2,0,16,4,0.229,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2647,"HOGERVORST Tjerk, PIO",0.208,22-15,53,7,11,2,0,0,1,13,0.245,1,1,22,2,0.236,0,0,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2648,"BAZOER Quensley, HCA",0.205,32-23,88,15,18,3,1,0,3,23,0.261,3,3,26,1,0.255,0,0,6-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2649,"VRIEZE de Jeffrey, PIO",0.204,21-11,49,3,10,4,0,0,8,14,0.286,1,1,16,0,0.235,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2650,"OBISPO Ludwin, ADO",0.203,22-18,59,5,12,2,1,0,7,16,0.271,4,0,11,4,0.25,1,0,1-3,4.69,1-9,14-14,2,0/0,0,78.2,41,0.313,2,3,"Seizoen 2010",Hoofdklasse
2651,"ROSEBURG Jair, ALM",0.2,33-22,70,9,14,0,0,0,5,14,0.2,11,6,14,1,0.352,1,4,5-7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2652,"ROODENBURG Tim, SPA",0.2,4-3,10,0,2,0,0,0,1,2,0.2,1,1,4,0,0.333,0,1,0-0,4.29,1-5,10-9,0,0/0,0,56.2,27,0.291,2,0,"Seizoen 2010",Hoofdklasse
2653,"HUIJSER Mourik, NEP",0.193,25-18,57,7,11,2,0,0,6,13,0.228,11,3,7,0,0.338,3,4,5-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2654,"ELS van Joep, HCA",0.185,28-27,81,3,15,3,0,0,7,18,0.222,5,2,24,4,0.25,0,1,1-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2655,"BAZUIN Mike, SPA",0.185,25-25,92,7,17,2,1,0,5,21,0.228,0,1,22,0,0.191,1,1,0-3,0,1-0,1-0,0,0/0,0,1.1,0,0.25,0,0,"Seizoen 2010",Hoofdklasse
2656,"BALDEE Jan, SPA",0.182,8-8,22,0,4,1,0,0,1,5,0.227,0,1,6,0,0.217,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2657,"CRUZ la Churandy, ALM",0.181,32-30,94,8,17,3,0,4,9,32,0.34,10,1,27,2,0.264,1,1,0-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2658,"MOORMAN Mark-Jan, PIO",0.177,17-16,62,5,11,2,0,0,5,13,0.21,5,1,14,2,0.25,0,0,0-0,0,0-0,1-0,0,0/0,0,0.2,0,0,0,0,"Seizoen 2010",Hoofdklasse
2659,"STENTLER Jeroen, ADO",0.176,31-26,85,9,15,1,0,0,6,16,0.188,7,2,24,1,0.255,0,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2660,"BORGSCHOT Shurendell, SPA",0.175,24-10,40,1,7,3,0,0,4,10,0.25,7,2,11,2,0.327,0,1,2-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2661,"DONSELAAR Berry, SPA",0.167,5-5,18,2,3,0,0,0,0,3,0.167,1,0,9,0,0.211,0,0,0-0,5.95,0-2,12-1,0,0/1,1,19.2,13,0.371,0,1,"Seizoen 2010",Hoofdklasse
2662,"OVERMAN Jurien, ALM",0.158,30-21,76,6,12,2,0,0,5,14,0.184,10,2,14,1,0.27,1,1,1-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2663,"RUDOLPH Imco, SPA",0.134,29-21,82,7,11,0,1,0,5,13,0.159,3,0,18,1,0.165,0,1,2-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2664,"FLANEUR Siegert, ALM",0.118,35-34,93,6,11,0,0,0,5,11,0.118,12,1,30,3,0.226,0,1,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2665,"OLGERS Sebastiaan, HCA",0.108,19-11,37,0,4,1,0,0,4,5,0.135,4,2,14,1,0.227,1,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2666,"ROSARIA Luigino, ALM",0.104,26-10,48,2,5,1,0,0,1,6,0.125,3,0,17,0,0.157,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2667,"HASSELL Gregory, ADO",0.091,15-6,22,2,2,0,0,0,1,2,0.091,1,0,9,0,0.13,0,0,3-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2668,"RAAFF Andy, ALM",0.087,16-3,23,2,2,1,0,0,1,3,0.13,0,0,9,0,0.087,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2669,"KAMSTRA Wouter, PIO",0.077,11-2,13,1,1,1,0,0,2,2,0.154,1,0,3,0,0.143,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2670,"HOOGEWERFF Stefan, ALM",0.074,18-8,27,0,2,1,0,0,2,3,0.111,6,0,13,0,0.235,1,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2671,"MARTINUS Calvin, SPA",0.071,19-7,28,3,2,0,0,0,5,2,0.071,7,0,7,0,0.25,1,1,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2672,"DORAN Raynard, SPA",0.071,6-2,14,1,1,0,0,0,0,1,0.071,0,0,8,0,0.071,0,0,0-0,6.57,0-0,5-0,0,0/0,0,12.1,9,0.264,5,0,"Seizoen 2010",Hoofdklasse
2673,"PAULINA Sergio, ALM",0.067,8-5,15,1,1,0,0,0,0,1,0.067,4,0,4,0,0.263,0,1,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2674,"VEER vd Tom, HCA",0,5-3,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2675,"ELSHOF Arjan, HCA",0,5-1,5,0,0,0,0,0,1,0,0,0,2,4,0,0.286,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2677,"COENRAAD Forstin, ALM",0,2-2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0-0,7.88,0-0,6-0,0,0/0,0,8,7,0.372,0,0,"Seizoen 2010",Hoofdklasse
2678,"HENSON Eugene, ADO",0,1-1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2679,"JACOBUS Jason, ADO",0,1-1,3,0,0,0,0,0,0,0,0,1,0,1,0,0.25,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2680,"SEEBUS Rudy, SPA",0,2-1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0-0,4.01,3-3,14-6,1,1/1,1,49.1,22,0.267,6,0,"Seizoen 2010",Hoofdklasse
2681,"PALM de Carol, SPA",0,1-0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2682,"KOKS Jurrian, ADO",0,2-0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0-0,3.98,3-5,20-5,0,0/0,0,61,27,0.304,4,0,"Seizoen 2010",Hoofdklasse
2683,"CARRINGTON Bobby, ADO",0,1-0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0-0,1.82,3-3,14-12,3,0/1,0,79,16,0.176,1,2,"Seizoen 2010",Hoofdklasse
2684,"RINKEMA Kenny, HCA",0,1-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2685,"JONGEJANS Sven, KIN",0,1-0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2686,"CORNELISSEN Byron, PIO",0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2687,"KUIPERS Martin, ALM",0,1-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,4.02,0-2,12-1,0,0/0,0,15.2,7,0.344,2,0,"Seizoen 2010",Hoofdklasse
2688,"NOOIJ Koen, AMS",0,3-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Hoofdklasse
2689,"MINER Kevin, HCA",0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-0,3.18,1-6,16-14,2,1/0,0,85,30,0.295,2,1,"Seizoen 2010",Hoofdklasse
2690,"BERKENBOSCH Kenny, AMS",0.467,4-4,15,1,7,3,0,0,2,10,0.667,2,0,1,0,0.529,0,0,0-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Play-Offs
2691,"WEERT v Niels, KIN",0.417,4-4,12,3,5,1,0,0,0,6,0.5,3,0,2,0,0.533,0,1,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Play-Offs
2692,"KINGSALE Eugene, NEP",0.4,3-3,10,2,4,1,0,0,1,5,0.5,5,0,0,0,0.6,0,0,2-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Play-Offs
2693,"CREMER Rene, KIN",0.389,4-4,18,5,7,0,0,0,1,7,0.389,2,0,4,0,0.45,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Play-Offs
2694,"JANSEN Onno, KIN",0.385,3-3,13,1,5,0,0,0,1,5,0.385,0,0,4,0,0.385,0,0,0-0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Seizoen 2010",Play-Offs
